n_c,mu,tau,instance_count,rmse_mean,rmse_sample_std,rmse_standard_error,rmse_confidence_interval_95_low,rmse_confidence_interval_95_high,relative_solution_error_mean,normalized_residual_mean,no_aliasing_fraction,mean_grid_distance,max_grid_distance,confidence_interval_method,evaluation_method
10,1024,10.0,20,1.4603161968254594,4.0244503500207225,0.8998944554719157,-0.42318454490592683,3.343816938556846,0.6245395659602719,0.2080955339811635,1.0,0.23001144181988073,0.4972780728306132,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,50.0,20,1.0378126289282688,4.102494617418174,0.9173456841874028,-0.8822139542836129,2.9578392121401507,0.15127857581555454,0.041837979927424954,1.0,0.2617115367964958,0.49933518870138727,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,100.0,20,0.9621629172381312,4.081987878213979,0.9127602379016588,-0.9482662165974913,2.8725920510737537,0.09929538150826706,0.02861324017276674,1.0,0.2425779252332895,0.4964783904521539,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,200.0,20,0.8393857113464177,3.682964513383668,0.8235359010645316,-0.884294739250468,2.5630661619433033,0.05968049749064754,0.02182615277693064,1.0,0.2470507869008356,0.49390912963048095,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,500.0,20,0.047135262352356884,0.183927808173233,0.04112750820278904,-0.03894560161395561,0.1332161263186694,0.00849035929452115,0.0027058422475743464,1.0,0.241082943504979,0.49906720776611735,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,1000.0,20,0.9499066279303812,0.39979275889743976,0.08939637858068591,0.7627978571840138,1.1370153986767484,1.375149819418498,8.51983027637863,0.0,0.24033032074460312,0.4988774413390331,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,10000.0,20,23.107590674958665,27.100004907580914,6.059745316392883,10.424397964160274,35.79078338575705,29.893426591508,84.33137114878807,0.0,0.23060171800183332,0.49090865323978505,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
11,2048,0.1,20,1.7058297876141204,3.960493807591767,0.8855933378242163,-0.14773837087570785,3.5593979461039487,0.999995749643382,0.9999151018051263,1.0,0.044493156377868354,0.0990099009900991,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
11,2048,1.0,20,1.6982984753949122,3.962556601781513,0.8860545926274026,-0.15623510049319633,3.552832051283021,0.9865903648099617,0.780254934906677,1.0,0.2506930521581907,0.4963724520753078,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
11,2048,10.0,20,1.460316196596983,4.0244503500968305,0.899894455488934,-0.4231845451700229,3.343816938363989,0.6245395655130961,0.20809553316546664,1.0,0.23001144181988073,0.4972780728306132,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
